"topic","num_papers","pct"
"Genetic Neurodegenerative Diseases",3,0
"Genetic and Kidney Cyst Diseases",3,0
"Genetic and phenotypic traits in livestock",3,0
"Genetics, Bioinformatics, and Biomedical Research",3,0
"Genomics, phytochemicals, and oxidative stress",3,0
"Geographic Information Systems Studies",3,0
"Glaucoma and retinal disorders",3,0
"Global Energy and Sustainability Research",3,0
"Global Health Care Issues",3,0
"Global Public Health Policies and Epidemiology",3,0
"Growth Hormone and Insulin-like Growth Factors",3,0
"HIV Research and Treatment",3,0
"HIV/AIDS Research and Interventions",3,0
"Health Policy Implementation Science",3,0
"Health and Well-being Studies",3,0
"Heat shock proteins research",3,0
"Heparin-Induced Thrombocytopenia and Thrombosis",3,0
"Hernia repair and management",3,0
"Hidradenitis Suppurativa and Treatments",3,0
"High Temperature Alloys and Creep",3,0
"Hormonal Regulation and Hypertension",3,0
"Image and Signal Denoising Methods",3,0
"Impact of Technology on Adolescents",3,0
"Industrial Vision Systems and Defect Detection",3,0
"Infant Health and Development",3,0
"Infection Control in Healthcare",3,0
"Infective Endocarditis Diagnosis and Management",3,0
"Inflammatory mediators and NSAID effects",3,0
"Innovation and Knowledge Management",3,0
"Innovative Teaching Methods",3,0
"Insect and Arachnid Ecology and Behavior",3,0
"Insect symbiosis and bacterial influences",3,0
"Insurance, Mortality, Demography, Risk Management",3,0
"Intellectual Property Law",3,0
"Intensive Care Unit Cognitive Disorders",3,0
"Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis",3,0
"Intracerebral and Subarachnoid Hemorrhage Research",3,0
"Ion channel regulation and function",3,0
"Irrigation Practices and Water Management",3,0
"Job Satisfaction and Organizational Behavior",3,0
"Karst Systems and Hydrogeology",3,0
"Kidney Stones and Urolithiasis Treatments",3,0
"Language, Metaphor, and Cognition",3,0
"Legume Nitrogen Fixing Symbiosis",3,0
"Library Science and Information Systems",3,0
"Lipoproteins and Cardiovascular Health",3,0
"Literacy, Media, and Education",3,0
"Luminescence and Fluorescent Materials",3,0
"Lung Cancer Diagnosis and Treatment",3,0
"Lung Cancer Treatments and Mutations",3,0
"Machine Learning and Data Classification",3,0
"Malaria Research and Control",3,0
"Mass Spectrometry Techniques and Applications",3,0
"Media Studies and Communication",3,0
"Medical Imaging and Analysis",3,0
"Mental Health via Writing",3,0
"Metabolism, Diabetes, and Cancer",3,0
"Metabolomics and Mass Spectrometry Studies",3,0
"Metal-Organic Frameworks: Synthesis and Applications",3,0
"Mine drainage and remediation techniques",3,0
"Mineralogy and Gemology Studies",3,0
"Mining and Resource Management",3,0
"Molecular Spectroscopy and Structure",3,0
"Monetary Policy and Economic Impact",3,0
"Muscle activation and electromyography studies",3,0
"Music Therapy and Health",3,0
"Mycorrhizal Fungi and Plant Interactions",3,0
"Myeloproliferative Neoplasms: Diagnosis and Treatment",3,0
"Nanoparticle-Based Drug Delivery",3,0
"Nanoplatforms for cancer theranostics",3,0
"Nerve injury and regeneration",3,0
"Neurosurgical Procedures and Complications",3,0
"Neutrino Physics Research",3,0
"Nursing education and management",3,0
"Nutritional Studies and Diet",3,0
"Ocular Surface and Contact Lens",3,0
"Online and Blended Learning",3,0
"Oral History, Memory, Narrative Analysis",3,0
"Organic Light-Emitting Diodes Research",3,0
"Ovarian cancer diagnosis and treatment",3,0
"PI3K/AKT/mTOR signaling in cancer",3,0
"Parasitic Infections and Diagnostics",3,0
"Parkinson's Disease Mechanisms and Treatments",3,0
"Particle Detector Development and Performance",3,0
"Perfectionism, Procrastination, Anxiety Studies",3,0
"Personality Disorders and Psychopathology",3,0
"Phagocytosis and Immune Regulation",3,0
"Phase-change materials and chalcogenides",3,0
"Photosynthetic Processes and Mechanisms",3,0
"Plant Diversity and Evolution",3,0
"Plant Molecular Biology Research",3,0
"Plant Reproductive Biology",3,0
"Plant nutrient uptake and metabolism",3,0
"Pneumonia and Respiratory Infections",3,0
"Political Philosophy and Ethics",3,0
"Politics and Society in Latin America",3,0
"Polyomavirus and related diseases",3,0
"Pregnancy and Medication Impact",3,0
"Pregnancy and preeclampsia studies",3,0
"Probabilistic and Robust Engineering Design",3,0
"Psychedelics and Drug Studies",3,0
"Psychological Well-being and Life Satisfaction",3,0
"Psychology of Moral and Emotional Judgment",3,0
"Quantum many-body systems",3,0
"Radiopharmaceutical Chemistry and Applications",3,0
"Railway Engineering and Dynamics",3,0
"Regional Development and Innovation",3,0
"Religion, Spirituality, and Psychology",3,0
"Remote-Sensing Image Classification",3,0
"Renal Diseases and Glomerulopathies",3,0
"Renal and related cancers",3,0
"Reproductive Health and Contraception",3,0
"Risk and Portfolio Optimization",3,0
"Robotic Path Planning Algorithms",3,0
"Rock Mechanics and Modeling",3,0
"Rocket and propulsion systems research",3,0
"Sarcoidosis and Beryllium Toxicity Research",3,0
"Scientific Computing and Data Management",3,0
"Scoliosis diagnosis and treatment",3,0
"Semiconductor Quantum Structures and Devices",3,0
"Service-Learning and Community Engagement",3,0
"Sexuality, Behavior, and Technology",3,0
"Smart Agriculture and AI",3,0
"Smart Grid Energy Management",3,0
"Social Power and Status Dynamics",3,0
"Solid State Laser Technologies",3,0
"Spacecraft and Cryogenic Technologies",3,0
"Sparse and Compressive Sensing Techniques",3,0
"Spectroscopy and Chemometric Analyses",3,0
"Sphingolipid Metabolism and Signaling",3,0
"Statistical Methods and Inference",3,0
"Stoma care and complications",3,0
"Structural Health Monitoring Techniques",3,0
"Suicide and Self-Harm Studies",3,0
"Target Tracking and Data Fusion in Sensor Networks",3,0
"Telemedicine and Telehealth Implementation",3,0
"Terrorism, Counterterrorism, and Political Violence",3,0
"Therapeutic Uses of Natural Elements",3,0
"TiO2 Photocatalysis and Solar Cells",3,0
"Time Series Analysis and Forecasting",3,0
"Tissue Engineering and Regenerative Medicine",3,0
"Topological Materials and Phenomena",3,0
"Trace Elements in Health",3,0
"Trauma Management and Diagnosis",3,0
"Tree Root and Stability Studies",3,0
"Urban Arborization and Environmental Studies",3,0
"Urban, Neighborhood, and Segregation Studies",3,0
"Urinary Bladder and Prostate Research",3,0
"Vascular Malformations Diagnosis and Treatment",3,0
"Vascular Procedures and Complications",3,0
"Vehicle Routing Optimization Methods",3,0
"Venous Thromboembolism Diagnosis and Management",3,0
"Veterinary Equine Medical Research",3,0
"Viral gastroenteritis research and epidemiology",3,0
"Visual perception and processing mechanisms",3,0
"Water Quality Monitoring and Analysis",3,0
"Water resources management and optimization",3,0
"Water-Energy-Food Nexus Studies",3,0
"Youth Development and Social Support",3,0
"interferon and immune responses",3,0
"Abdominal Trauma and Injuries",2,0
"Academic Publishing and Open Access",2,0
"Acoustic Wave Resonator Technologies",2,0
"Acute Lymphoblastic Leukemia research",2,0
"Advanced Antenna and Metasurface Technologies",2,0
"Advanced Data Storage Technologies",2,0
"Advanced Image Processing Techniques",2,0
"Advanced Image and Video Retrieval Techniques",2,0
"Advanced Materials and Mechanics",2,0
"Advanced Optical Network Technologies",2,0
"Advanced Proteomics Techniques and Applications",2,0
"Advanced SAR Imaging Techniques",2,0
"Advanced Thermodynamics and Statistical Mechanics",2,0
"Advanced materials and composites",2,0
"Advancements in Battery Materials",2,0
"Advancements in Transdermal Drug Delivery",2,0
"Advances in Cucurbitaceae Research",2,0
"Aeolian processes and effects",2,0
"African Sexualities and LGBTQ+ Issues",2,0
"African history and culture studies",2,0
"Aging and Gerontology Research",2,0
"Agriculture Sustainability and Environmental Impact",2,0
"Agriculture and Farm Safety",2,0
"Agriculture, Land Use, Rural Development",2,0
"Algal biology and biofuel production",2,0
"American Environmental and Regional History",2,0
"Animal Ecology and Behavior Studies",2,0
"Animal Vocal Communication and Behavior",2,0
"Antioxidant Activity and Oxidative Stress",2,0
"Aquatic Ecosystems and Biodiversity",2,0
"Arctic and Russian Policy Studies",2,0
"Atomic and Subatomic Physics Research",2,0
"Autophagy in Disease and Therapy",2,0
"Avian ecology and behavior",2,0
"BRCA gene mutations in cancer",2,0
"Bacterial Genetics and Biotechnology",2,0
"Bacterial Infections and Vaccines",2,0
"Behavioral Health and Interventions",2,0
"Behavioral and Psychological Studies",2,0
"Biocrusts and Microbial Ecology",2,0
"Biodiesel Production and Applications",2,0
"Biofuel production and bioconversion",2,0
"Bioinformatics and Genomic Networks",2,0
"Biomedical and Engineering Education",2,0
"Bipolar Disorder and Treatment",2,0
"Body Composition Measurement Techniques",2,0
"Botanical Research and Applications",2,0
"Botany and Geology in Latin America and Caribbean",2,0
"Breast Cancer Treatment Studies",2,0
"Business Strategy and Innovation",2,0
"COVID-19 Digital Contact Tracing",2,0
"COVID-19 Impact on Reproduction",2,0
"Cancer Mechanisms and Therapy",2,0
"Cancer Research and Treatments",2,0
"Cancer and Skin Lesions",2,0
"Cancer, Stress, Anesthesia, and Immune Response",2,0
"Cancer-related molecular mechanisms research",2,0
"Cardiac Arrhythmias and Treatments",2,0
"Cardiac and Coronary Surgery Techniques",2,0
"Cardiac, Anesthesia and Surgical Outcomes",2,0
"Cellular transport and secretion",2,0
"Cervical and Thoracic Myelopathy",2,0
"Chemical Reactions and Isotopes",2,0
"Chemistry and Chemical Engineering",2,0
"Chemokine receptors and signaling",2,0
"Child Abuse and Trauma",2,0
"Children's Rights and Participation",2,0
"Click Chemistry and Applications",2,0
"Clinical Laboratory Practices and Quality Control",2,0
"Clinical Reasoning and Diagnostic Skills",2,0
"Clinical practice guidelines implementation",2,0
"Coagulation, Bradykinin, Polyphosphates, and Angioedema",2,0
"Coal Properties and Utilization",2,0
"Coal and Its By-products",2,0
"Cognitive Abilities and Testing",2,0
"Cold Atom Physics and Bose-Einstein Condensates",2,0
"Collaborative Teaching and Inclusion",2,0
"Competency Development and Evaluation",2,0
"Complex Systems and Time Series Analysis",2,0
"Computational Physics and Python Applications",2,0
"Congenital Diaphragmatic Hernia Studies",2,0
"Congenital gastrointestinal and neural anomalies",2,0
"Congenital limb and hand anomalies",2,0
"Context-Aware Activity Recognition Systems",2,0
"Corneal Surgery and Treatments",2,0
"Crime Patterns and Interventions",2,0
"Crime, Illicit Activities, and Governance",2,0
"Crustacean biology and ecology",2,0
"Cryptography and Data Security",2,0
"Cultural Differences and Values",2,0
"Cultural Heritage Management and Preservation",2,0
"Data Management and Algorithms",2,0
"Dental Implant Techniques and Outcomes",2,0
"Dermatologic Treatments and Research",2,0
"Diabetic Foot Ulcer Assessment and Management",2,0
"Dietary Effects on Health",2,0
"Digital Humanities and Scholarship",2,0
"Digital Radiography and Breast Imaging",2,0
"Digital and Traditional Archives Management",2,0
"Disability Education and Employment",2,0
"Distributed Control Multi-Agent Systems",2,0
"Distributed systems and fault tolerance",2,0
"Diverticular Disease and Complications",2,0
"Drug-Induced Adverse Reactions",2,0
"Dust and Plasma Wave Phenomena",2,0
"Eating Disorders and Behaviors",2,0
"Education Systems and Policy",2,0
"Education and Critical Thinking Development",2,0
"Education and Digital Technologies",2,0
"Education and Military Integration",2,0
"Electoral Systems and Political Participation",2,0
"Electrocatalysts for Energy Conversion",2,0
"Electron and X-Ray Spectroscopy Techniques",2,0
"Energy Harvesting in Wireless Networks",2,0
"Energy Load and Power Forecasting",2,0
"Energy and Environment Impacts",2,0
"Engineering Education and Pedagogy",2,0
"Entrepreneurship Studies and Influences",2,0
"Environmental Impact and Sustainability",2,0
"Environmental Sustainability and Education",2,0
"Environmental and Social Impact Assessments",2,0
"Eosinophilic Disorders and Syndromes",2,0
"Ethics in Business and Education",2,0
"Evolution and Genetic Dynamics",2,0
"Exercise and Physiological Responses",2,0
"Experimental Learning in Engineering",2,0
"FOXO transcription factor regulation",2,0
"Face Recognition and Perception",2,0
"Facial Trauma and Fracture Management",2,0
"Fern and Epiphyte Biology",2,0
"Ferroptosis and cancer prognosis",2,0
"Fibromyalgia and Chronic Fatigue Syndrome Research",2,0
"FinTech, Crowdfunding, Digital Finance",2,0
"Finite Group Theory Research",2,0
"Fluid Dynamics and Heat Transfer",2,0
"Freshwater macroinvertebrate diversity and ecology",2,0
"Gender Diversity and Inequality",2,0
"Gender, Feminism, and Media",2,0
"Genetic Syndromes and Imprinting",2,0
"Genetic diversity and population structure",2,0
"Geochemistry and Elemental Analysis",2,0
"Geographies of human-animal interactions",2,0
"Geological and Tectonic Studies in Latin America",2,0
"Geological formations and processes",2,0
"Geomagnetism and Paleomagnetism Studies",2,0
"Geophysical and Geoelectrical Methods",2,0
"Geophysics and Sensor Technology",2,0
"German Literature and Culture Studies",2,0
"Global Health Workforce Issues",2,0
"Global Security and Public Health",2,0
"Global Trade and Competitiveness",2,0
"Glycogen Storage Diseases and Myoclonus",2,0
"Gold and Silver Nanoparticles Synthesis and Applications",2,0
"Guidance and Control Systems",2,0
"Gynecological conditions and treatments",2,0
"HIV, Drug Use, Sexual Risk",2,0
"HIV-related health complications and treatments",2,0
"Hair Growth and Disorders",2,0
"Hate Speech and Cyberbullying Detection",2,0
"Head and Neck Cancer Studies",2,0
"Health and Conflict Studies",2,0
"Health and Lifestyle Studies",2,0
"Health, Environment, Cognitive Aging",2,0
"Healthcare Decision-Making and Restraints",2,0
"Healthcare and Environmental Waste Management",2,0
"Helicobacter pylori-related gastroenterology studies",2,0
"Hemiptera Insect Studies",2,0
"Hepatitis B Virus Studies",2,0
"High Altitude and Hypoxia",2,0
"Higher Education Practises and Engagement",2,0
"Higher Education and Employability",2,0
"Hippo pathway signaling and YAP/TAZ",2,0
"Historical Economic and Social Studies",2,0
"Historical Geography and Geographical Thought",2,0
"Historical Studies and Socio-cultural Analysis",2,0
"Human Rights and Development",2,0
"Hydrocarbon exploration and reservoir analysis",2,0
"Hydrological Forecasting Using AI",2,0
"ICT Impact and Policies",2,0
"Ichthyology and Marine Biology",2,0
"Image Processing Techniques and Applications",2,0
"Impact of Light on Environment and Health",2,0
"Inclusive Education and Diversity",2,0
"Indigenous and Place-Based Education",2,0
"Infant Nutrition and Health",2,0
"Infectious Encephalopathies and Encephalitis",2,0
"Inflammatory Bowel Disease",2,0
"Inflammatory Myopathies and Dermatomyositis",2,0
"Innovations in Concrete and Construction Materials",2,0
"Innovative Approaches in Technology and Social Development",2,0
"Innovative Teaching and Learning Methods",2,0
"Innovative concrete reinforcement materials",2,0
"Insect behavior and control techniques",2,0
"Insect-Plant Interactions and Control",2,0
"Intelligence, Security, War Strategy",2,0
"Intelligent Tutoring Systems and Adaptive Learning",2,0
"Intergenerational Family Dynamics and Caregiving",2,0
"International Business and FDI",2,0
"International Development and Aid",2,0
"Interpreting and Communication in Healthcare",2,0
"Intimate Partner and Family Violence",2,0
"Intraocular Surgery and Lenses",2,0
"Ionic liquids properties and applications",2,0
"Jewish and Middle Eastern Studies",2,0
"Language and cultural evolution",2,0
"Language, Discourse, Communication Strategies",2,0
"Laser-Plasma Interactions and Diagnostics",2,0
"Latin American Literature Studies",2,0
"Latin American and Latino Studies",2,0
"Legal Education and Practice Innovations",2,0
"Lepidoptera: Biology and Taxonomy",2,0
"Lipid Membrane Structure and Behavior",2,0
"Lipid metabolism and disorders",2,0
"Literature and Cultural Memory",2,0
"Lung Cancer Research Studies",2,0
"Management and Organizational Studies",2,0
"Management of metastatic bone disease",2,0
"Marine and coastal ecosystems",2,0
"Marine and coastal plant biology",2,0
"Marine and environmental studies",2,0
"Marine animal studies overview",2,0
"Mast cells and histamine",2,0
"Material Selection and Properties",2,0
"Maternal and fetal healthcare",2,0
"Medical Education and Admissions",2,0
"Medication Adherence and Compliance",2,0
"Membrane-based Ion Separation Techniques",2,0
"Memory Processes and Influences",2,0
"Meningioma and schwannoma management",2,0
"Metabolism and Genetic Disorders",2,0
"MicroRNA in disease regulation",2,0
"Microbial Inactivation Methods",2,0
"Middle East and Rwanda Conflicts",2,0
"Migration and Labor Dynamics",2,0
"Migration, Refugees, and Integration",2,0
"Mind wandering and attention",2,0
"Minimally Invasive Surgical Techniques",2,0
"Mobile Health and mHealth Applications",2,0
"Molecular Junctions and Nanostructures",2,0
"Moyamoya disease diagnosis and treatment",2,0
"Mycobacterium research and diagnosis",2,0
"Mycotoxins in Agriculture and Food",2,0
"Myofascial pain diagnosis and treatment",2,0
"Nanopore and Nanochannel Transport Studies",2,0
"Neonatal Health and Biochemistry",2,0
"Neural dynamics and brain function",2,0
"Neurobiology and Insect Physiology Research",2,0
"Neurofibromatosis and Schwannoma Cases",2,0
"Neurogenetic and Muscular Disorders Research",2,0
"Neurological diseases and metabolism",2,0
"Neurology and Historical Studies",2,0
"Neuroscience and Music Perception",2,0
"Neuroscience and Neural Engineering",2,0
"Neuroscience, Education and Cognitive Function",2,0
"Nicotinic Acetylcholine Receptors Study",2,0
"Nitric Oxide and Endothelin Effects",2,0
"Nonlinear Dynamics and Pattern Formation",2,0
"Nuclear Structure and Function",2,0
"Nuclear physics research studies",2,0
"Numerical methods in inverse problems",2,0
"Nursing Roles and Practices",2,0
"Nutrition and Health in Aging",2,0
"Occupational and environmental lung diseases",2,0
"Oceanographic and Atmospheric Processes",2,0
"Ocular and Laser Science Research",2,0
"Open Source Software Innovations",2,0
"Optimal Experimental Design Methods",2,0
"Optimism, Hope, and Well-being",2,0
"Organ Donation and Transplantation",2,0
"Organic and Molecular Conductors Research",2,0
"Osteomyelitis and Bone Disorders Research",2,0
"Ovarian function and disorders",2,0
"Pacific and Southeast Asian Studies",2,0
"Pain Management and Placebo Effect",2,0
"Paleontology and Evolutionary Biology",2,0
"Patient Safety and Medication Errors",2,0
"Patient Satisfaction in Healthcare",2,0
"Peptidase Inhibition and Analysis",2,0
"Pericarditis and Cardiac Tamponade",2,0
"Peripheral Nerve Disorders",2,0
"Pharmaceutical and Antibiotic Environmental Impacts",2,0
"Pharmaceutical studies and practices",2,0
"Pharmacological Effects of Natural Compounds",2,0
"Philosophy and Theoretical Science",2,0
"Photography and Visual Culture",2,0
"Physical Unclonable Functions (PUFs) and Hardware Security",2,0
"Plant Pathogens and Resistance",2,0
"Plant Physiology and Cultivation Studies",2,0
"Plant biochemistry and biosynthesis",2,0
"Plasmonic and Surface Plasmon Research",2,0
"Poisoning and overdose treatments",2,0
"Populism, Right-Wing Movements",2,0
"Preterm Birth and Chorioamnionitis",2,0
"Privacy, Security, and Data Protection",2,0
"Problem and Project Based Learning",2,0
"Prostate Cancer Diagnosis and Treatment",2,0
"Prosthetics and Rehabilitation Robotics",2,0
"Protein Degradation and Inhibitors",2,0
"Protein Structure and Dynamics",2,0
"Protist diversity and phylogeny",2,0
"Qualitative Comparative Analysis Research",2,0
"Quantum and electron transport phenomena",2,0
"Quantum optics and atomic interactions",2,0
"RNA Research and Splicing",2,0
"Rabies epidemiology and control",2,0
"Radiation Dose and Imaging",2,0
"Random lasers and scattering media",2,0
"Receptor Mechanisms and Signaling",2,0
"Redox biology and oxidative stress",2,0
"Reformation and Early Modern Christianity",2,0
"Regional Economic and Spatial Analysis",2,0
"Reinforcement Learning in Robotics",2,0
"Renal and Vascular Pathologies",2,0
"Renin-Angiotensin System Studies",2,0
"Respiratory and Cough-Related Research",2,0
"Restless Legs Syndrome Research",2,0
"Retinal Development and Disorders",2,0
"Retinal Imaging and Analysis",2,0
"Retinal and Macular Surgery",2,0
"Rhetoric and Communication Studies",2,0
"Rheumatoid Arthritis Research and Therapies",2,0
"Rice Cultivation and Yield Improvement",2,0
"Robotics and Sensor-Based Localization",2,0
"Salivary Gland Tumors Diagnosis and Treatment",2,0
"Salmonella and Campylobacter epidemiology",2,0
"Sarcoma Diagnosis and Treatment",2,0
"Scientific Research and Discoveries",2,0
"Seismic Imaging and Inversion Techniques",2,0
"Semiconductor Lasers and Optical Devices",2,0
"Sensor Technology and Measurement Systems",2,0
"Sepsis Diagnosis and Treatment",2,0
"Sexual Assault and Victimization Studies",2,0
"Simulation Techniques and Applications",2,0
"Sinusitis and nasal conditions",2,0
"Sirtuins and Resveratrol in Medicine",2,0
"Skin Diseases and Diabetes",2,0
"Skin Protection and Aging",2,0
"Skin and Cellular Biology Research",2,0
"Smart Grid Security and Resilience",2,0
"Social Media in Health Education",2,0
"Social Policy and Reform Studies",2,0
"Sodium Intake and Health",2,0
"Soft Robotics and Applications",2,0
"Software Engineering Research",2,0
"Software Reliability and Analysis Research",2,0
"Software Testing and Debugging Techniques",2,0
"Software-Defined Networks and 5G",2,0
"Solar-Powered Water Purification Methods",2,0
"Spam and Phishing Detection",2,0
"Spanish Linguistics and Language Studies",2,0
"Spectroscopy Techniques in Biomedical and Chemical Research",2,0
"Spectroscopy and Quantum Chemical Studies",2,0
"Sports, Gender, and Society",2,0
"Stochastic processes and financial applications",2,0
"Stochastic processes and statistical mechanics",2,0
"Stock Market Forecasting Methods",2,0
"Streptococcal Infections and Treatments",2,0
"Student Assessment and Feedback",2,0
"Substance Abuse Treatment and Outcomes",2,0
"Superconducting and THz Device Technology",2,0
"Supply Chain Resilience and Risk Management",2,0
"Survey Methodology and Nonresponse",2,0
"Sustainability and Climate Change Governance",2,0
"Synthesis and Reactions of Organic Compounds",2,0
"Team Dynamics and Performance",2,0
"Telomeres, Telomerase, and Senescence",2,0
"Thermal Radiation and Cooling Technologies",2,0
"Thermoregulation and physiological responses",2,0
"Transportation and Mobility Innovations",2,0
"Tunneling and Rock Mechanics",2,0
"Turfgrass Adaptation and Management",2,0
"Turkey's Politics and Society",2,0
"Turtle Biology and Conservation",2,0
"UAV Applications and Optimization",2,0
"University-Industry-Government Innovation Models",2,0
"Urinary Tract Infections Management",2,0
"Uterine Myomas and Treatments",2,0
"Vagus Nerve Stimulation Research",2,0
"Vascular Malformations and Hemangiomas",2,0
"Vector-borne infectious diseases",2,0
"Veterinary Practice and Education Studies",2,0
"Vietnamese History and Culture Studies",2,0
"Viral Infections and Vectors",2,0
"Viral-associated cancers and disorders",2,0
"Visual and Cognitive Learning Processes",2,0
"Vitamin D Research Studies",2,0
"Water Governance and Infrastructure",2,0
"Water Quality Monitoring Technologies",2,0
"Water Treatment and Disinfection",2,0
"Wheat and Barley Genetics and Pathology",2,0
"Wine Industry and Tourism",2,0
"Wireless Body Area Networks",2,0
"Wood Treatment and Properties",2,0
"ZnO doping and properties",2,0
"bioluminescence and chemiluminescence research",2,0
"scientometrics and bibliometrics research",2,0
"3D Modeling in Geospatial Applications",1,0
"3D Shape Modeling and Analysis",1,0
"AI-based Problem Solving and Planning",1,0
"Abdominal Surgery and Complications",1,0
"Academic Freedom and Politics",1,0
"Academic Writing and Publishing",1,0
"Academic integrity and plagiarism",1,0
"Access Control and Trust",1,0
"Accounting Education and Careers",1,0
"Accounting and Organizational Management",1,0
"Acne and Rosacea Treatments and Effects",1,0
"Acoustic Wave Phenomena Research",1,0
"Adhesion, Friction, and Surface Interactions",1,0
"Adipokines, Inflammation, and Metabolic Diseases",1,0
"Adolescent and Pediatric Healthcare",1,0
"Adrenal Hormones and Disorders",1,0
"Adrenal and Paraganglionic Tumors",1,0
"Adsorption and biosorption for pollutant removal",1,0
"Advanced Adaptive Filtering Techniques",1,0
"Advanced Algebra and Geometry",1,0
"Advanced Algorithms and Applications",1,0
"Advanced Banach Space Theory",1,0
"Advanced Bandit Algorithms Research",1,0
"Advanced Biosensing Techniques and Applications",1,0
"Advanced Chemical Physics Studies",1,0
"Advanced Chemical Sensor Technologies",1,0
"Advanced Clustering Algorithms Research",1,0
"Advanced Computational Techniques and Applications",1,0
"Advanced Computational Techniques in Science and Engineering",1,0
"Advanced Condensed Matter Physics",1,0
"Advanced Database Systems and Queries",1,0
"Advanced Differential Geometry Research",1,0
"Advanced Electrical Measurement Techniques",1,0
"Advanced Electron Microscopy Techniques and Applications",1,0
"Advanced Frequency and Time Standards",1,0
"Advanced Graph Neural Networks",1,0
"Advanced Image Fusion Techniques",1,0
"Advanced Mathematical Identities",1,0
"Advanced Mathematical Modeling in Engineering",1,0
"Advanced Multi-Objective Optimization Algorithms",1,0
"Advanced Neural Network Applications",1,0
"Advanced Numerical Analysis Techniques",1,0
"Advanced Operator Algebra Research",1,0
"Advanced Optimization Algorithms Research",1,0
"Advanced Radiotherapy Techniques",1,0
"Advanced Sensor and Energy Harvesting Materials",1,0
"Advanced Software Engineering Methodologies",1,0
"Advanced Statistical Methods and Models",1,0
"Advanced Statistical Modeling Techniques",1,0
"Advanced Vision and Imaging",1,0
"Advanced Wireless Communication Techniques",1,0
"Advanced X-ray and CT Imaging",1,0
"Advanced ceramic materials synthesis",1,0
"Advanced oxidation water treatment",1,0
"Advancements in Semiconductor Devices and Circuit Design",1,0
"Adventure Sports and Sensation Seeking",1,0
"Advertising and Communication Studies",1,0
"Aerospace Engineering and Control Systems",1,0
"Aerospace Engineering and Energy Systems",1,0
"African Botany and Ecology Studies",1,0
"African history and culture analysis",1,0
"Agricultural Economics and Practices",1,0
"Agricultural Innovations and Practices",1,0
"Agroforestry and silvopastoral systems",1,0
"Agronomic Practices and Intercropping Systems",1,0
"Alcoholism and Thiamine Deficiency",1,0
"Alexander von Humboldt Studies",1,0
"Alkaline Phosphatase Research Studies",1,0
"Allelopathy and phytotoxic interactions",1,0
"Allergic Rhinitis and Sensitization",1,0
"American History and Culture",1,0
"American and British Literature Analysis",1,0
"Analog and Mixed-Signal Circuit Design",1,0
"Analytical chemistry methods development",1,0
"Ancient Egypt and Archaeology",1,0
"Ancient Near East History",1,0
"Anesthesia and Sedative Agents",1,0
"Animal Behavior and Welfare Studies",1,0
"Animal Nutrition and Physiology",1,0
"Animal Virus Infections Studies",1,0
"Animal and Plant Science Education",1,0
"Animal testing and alternatives",1,0
"Anthropological Studies and Insights",1,0
"Anthropology: Ethics, History, Culture",1,0
"Antimicrobial Resistance in Staphylococcus",1,0
"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",1,0
"Aquatic Invertebrate Ecology and Behavior",1,0
"Aquatic and Environmental Studies",1,0
"Aquatic life and conservation",1,0
"Archaeological Research and Protection",1,0
"Archaeology and Historical Studies",1,0
"Architecture, Modernity, and Design",1,0
"Arctic and Antarctic ice dynamics",1,0
"Art Therapy and Mental Health",1,0
"Artificial Intelligence Applications",1,0
"Artificial Intelligence in Law",1,0
"Artistic and Creative Research",1,0
"Asian Studies and History",1,0
"Atherosclerosis and Cardiovascular Diseases",1,0
"Auction Theory and Applications",1,0
"Autoimmune and Inflammatory Disorders",1,0
"Autonomous Vehicle Technology and Safety",1,0
"Bacterial biofilms and quorum sensing",1,0
"Balkan and Eastern European Studies",1,0
"Bamboo properties and applications",1,0
"Banana Cultivation and Research",1,0
"Banking stability, regulation, efficiency",1,0
"Barrier Structure and Function Studies",1,0
"Bee Products Chemical Analysis",1,0
"Beetle Biology and Toxicology Studies",1,0
"Biblical Studies and Interpretation",1,0
"Bioactive Compounds and Antitumor Agents",1,0
"Biochemical Analysis and Sensing Techniques",1,0
"Biochemical and Molecular Research",1,0
"Bioeconomy and Sustainability Development",1,0
"Biological Research and Disease Studies",1,0
"Biomarkers in Disease Mechanisms",1,0
"Biomedical Ethics and Regulation",1,0
"Biomedical Research and Pathophysiology",1,0
"Biosensors and Analytical Detection",1,0
"Biosimilars and Bioanalytical Methods",1,0
"Biotechnology and Related Fields",1,0
"Bird parasitology and diseases",1,0
"Black Holes and Theoretical Physics",1,0
"Blood Pressure and Hypertension Studies",1,0
"Blood donation and transfusion practices",1,0
"Blood groups and transfusion",1,0
"Bluetooth and Wireless Communication Technologies",1,0
"Bone Tumor Diagnosis and Treatments",1,0
"Bone and Dental Protein Studies",1,0
"Bone and Joint Diseases",1,0
"Bone health and treatments",1,0
"Botany, Ecology, and Taxonomy Studies",1,0
"Brain Metastases and Treatment",1,0
"CNS Lymphoma Diagnosis and Treatment",1,0
"CO2 Reduction Techniques and Catalysts",1,0
"CO2 Sequestration and Geologic Interactions",1,0
"COVID-19 diagnosis using AI",1,0
"Caching and Content Delivery",1,0
"Calcium Carbonate Crystallization and Inhibition",1,0
